country,City,year,month,day,AverageTemperature,AverageTemperatureUncertainty,Latitude,Longitude,continent
Spain,A Coruña,2000,1,1,7.468,0.318,42.59,-8.73,Europe
Spain,A Coruña,2000,2,1,11.199000000000002,0.429,42.59,-8.73,Europe
Spain,A Coruña,2000,3,1,12.242,0.501,42.59,-8.73,Europe
Spain,A Coruña,2000,4,1,10.431,0.379,42.59,-8.73,Europe
Spain,A Coruña,2000,5,1,15.149,0.457,42.59,-8.73,Europe
Spain,A Coruña,2000,6,1,18.215,0.413,42.59,-8.73,Europe
Spain,A Coruña,2000,7,1,18.53,0.304,42.59,-8.73,Europe
Spain,A Coruña,2000,8,1,19.03,0.321,42.59,-8.73,Europe
Spain,A Coruña,2000,9,1,17.636,0.27,42.59,-8.73,Europe
Spain,A Coruña,2000,10,1,13.611,0.3379999999999999,42.59,-8.73,Europe
Spain,A Coruña,2000,11,1,10.986,0.244,42.59,-8.73,Europe
Spain,A Coruña,2000,12,1,11.244000000000002,0.365,42.59,-8.73,Europe
Spain,A Coruña,2001,1,1,9.849,0.241,42.59,-8.73,Europe
Spain,A Coruña,2001,2,1,10.412,0.346,42.59,-8.73,Europe
Spain,A Coruña,2001,3,1,12.132,0.309,42.59,-8.73,Europe
Spain,A Coruña,2001,4,1,11.915,0.257,42.59,-8.73,Europe
Spain,A Coruña,2001,5,1,14.872,0.297,42.59,-8.73,Europe
Spain,A Coruña,2001,6,1,17.845000000000006,0.366,42.59,-8.73,Europe
Spain,A Coruña,2001,7,1,18.417,0.27,42.59,-8.73,Europe
Spain,A Coruña,2001,8,1,19.272,0.321,42.59,-8.73,Europe
Spain,A Coruña,2001,9,1,17.976999999999997,0.411,42.59,-8.73,Europe
Spain,A Coruña,2001,10,1,15.906,0.192,42.59,-8.73,Europe
Spain,A Coruña,2001,11,1,10.457999999999998,0.472,42.59,-8.73,Europe
Spain,A Coruña,2001,12,1,7.585,0.5579999999999999,42.59,-8.73,Europe
Spain,A Coruña,2002,1,1,10.562,0.4639999999999999,42.59,-8.73,Europe
Spain,A Coruña,2002,2,1,10.78,0.316,42.59,-8.73,Europe
Spain,A Coruña,2002,3,1,12.265,0.385,42.59,-8.73,Europe
Spain,A Coruña,2002,4,1,12.069,0.282,42.59,-8.73,Europe
Spain,A Coruña,2002,5,1,13.405,0.426,42.59,-8.73,Europe
Spain,A Coruña,2002,6,1,16.458000000000002,0.3779999999999999,42.59,-8.73,Europe
Spain,A Coruña,2002,7,1,18.270000000000003,0.34,42.59,-8.73,Europe
Spain,A Coruña,2002,8,1,18.793,0.207,42.59,-8.73,Europe
Spain,A Coruña,2002,9,1,18.243,0.4529999999999999,42.59,-8.73,Europe
Spain,A Coruña,2002,10,1,15.753,0.215,42.59,-8.73,Europe
Spain,A Coruña,2002,11,1,11.973999999999998,0.235,42.59,-8.73,Europe
Spain,A Coruña,2002,12,1,11.584,0.178,42.59,-8.73,Europe
Spain,A Coruña,2003,1,1,8.687999999999999,0.287,42.59,-8.73,Europe
Spain,A Coruña,2003,2,1,9.159,0.198,42.59,-8.73,Europe
Spain,A Coruña,2003,3,1,12.752,0.346,42.59,-8.73,Europe
Spain,A Coruña,2003,4,1,13.008,0.521,42.59,-8.73,Europe
Spain,A Coruña,2003,5,1,15.186,0.304,42.59,-8.73,Europe
Spain,A Coruña,2003,6,1,18.55,0.484,42.59,-8.73,Europe
Spain,A Coruña,2003,7,1,18.69,0.311,42.59,-8.73,Europe
Spain,A Coruña,2003,8,1,21.913,0.647,42.59,-8.73,Europe
Spain,A Coruña,2003,9,1,19.234,0.508,42.59,-8.73,Europe
Spain,A Coruña,2003,10,1,13.789,0.366,42.59,-8.73,Europe
Spain,A Coruña,2003,11,1,12.361999999999998,0.174,42.59,-8.73,Europe
Spain,A Coruña,2003,12,1,9.826,0.216,42.59,-8.73,Europe
Spain,A Coruña,2004,1,1,10.303999999999998,0.272,42.59,-8.73,Europe
Spain,A Coruña,2004,2,1,9.667,0.311,42.59,-8.73,Europe
Spain,A Coruña,2004,3,1,10.315,0.485,42.59,-8.73,Europe
Spain,A Coruña,2004,4,1,11.681,0.417,42.59,-8.73,Europe
Spain,A Coruña,2004,5,1,14.800999999999998,0.188,42.59,-8.73,Europe
Spain,A Coruña,2004,6,1,19.748,0.495,42.59,-8.73,Europe
Spain,A Coruña,2004,7,1,19.41,0.1989999999999999,42.59,-8.73,Europe
Spain,A Coruña,2004,8,1,19.06,0.41,42.59,-8.73,Europe
Spain,A Coruña,2004,9,1,18.443,0.186,42.59,-8.73,Europe
Spain,A Coruña,2004,10,1,14.139,0.5579999999999999,42.59,-8.73,Europe
Spain,A Coruña,2004,11,1,10.68,0.423,42.59,-8.73,Europe
Spain,A Coruña,2004,12,1,8.894,0.2789999999999999,42.59,-8.73,Europe
Spain,A Coruña,2005,1,1,8.780999999999999,0.635,42.59,-8.73,Europe
Spain,A Coruña,2005,2,1,7.175999999999998,0.291,42.59,-8.73,Europe
Spain,A Coruña,2005,3,1,11.48,0.315,42.59,-8.73,Europe
Spain,A Coruña,2005,4,1,12.258,0.493,42.59,-8.73,Europe
Spain,A Coruña,2005,5,1,14.806,0.357,42.59,-8.73,Europe
Spain,A Coruña,2005,6,1,19.472,0.311,42.59,-8.73,Europe
Spain,A Coruña,2005,7,1,19.889000000000006,0.241,42.59,-8.73,Europe
Spain,A Coruña,2005,8,1,20.285,0.301,42.59,-8.73,Europe
Spain,A Coruña,2005,9,1,17.744999999999994,0.307,42.59,-8.73,Europe
Spain,A Coruña,2005,10,1,15.798,0.275,42.59,-8.73,Europe
Spain,A Coruña,2005,11,1,11.047,0.185,42.59,-8.73,Europe
Spain,A Coruña,2005,12,1,8.995,0.359,42.59,-8.73,Europe
Spain,A Coruña,2006,1,1,7.721999999999999,0.363,42.59,-8.73,Europe
Spain,A Coruña,2006,2,1,8.029,0.352,42.59,-8.73,Europe
Spain,A Coruña,2006,3,1,11.524,0.33,42.59,-8.73,Europe
Spain,A Coruña,2006,4,1,13.307,0.3389999999999999,42.59,-8.73,Europe
Spain,A Coruña,2006,5,1,15.582,0.362,42.59,-8.73,Europe
Spain,A Coruña,2006,6,1,18.737,0.391,42.59,-8.73,Europe
Spain,A Coruña,2006,7,1,20.813,0.619,42.59,-8.73,Europe
Spain,A Coruña,2006,8,1,20.338,0.45,42.59,-8.73,Europe
Spain,A Coruña,2006,9,1,18.751,0.584,42.59,-8.73,Europe
Spain,A Coruña,2006,10,1,16.541999999999998,0.246,42.59,-8.73,Europe
Spain,A Coruña,2006,11,1,13.841,0.297,42.59,-8.73,Europe
Spain,A Coruña,2006,12,1,9.305,0.19,42.59,-8.73,Europe
Spain,A Coruña,2007,1,1,9.502,0.221,42.59,-8.73,Europe
Spain,A Coruña,2007,2,1,10.421,0.261,42.59,-8.73,Europe
Spain,A Coruña,2007,3,1,10.996,0.19,42.59,-8.73,Europe
Spain,A Coruña,2007,4,1,13.335,0.424,42.59,-8.73,Europe
Spain,A Coruña,2007,5,1,14.397,0.254,42.59,-8.73,Europe
Spain,A Coruña,2007,6,1,16.504,0.3779999999999999,42.59,-8.73,Europe
Spain,A Coruña,2007,7,1,17.973000000000006,0.354,42.59,-8.73,Europe
Spain,A Coruña,2007,8,1,18.691,0.396,42.59,-8.73,Europe
Spain,A Coruña,2007,9,1,18.394,0.51,42.59,-8.73,Europe
Spain,A Coruña,2007,10,1,15.283,0.349,42.59,-8.73,Europe
Spain,A Coruña,2007,11,1,11.145,0.4579999999999999,42.59,-8.73,Europe
Spain,A Coruña,2007,12,1,9.033,0.397,42.59,-8.73,Europe
Spain,A Coruña,2008,1,1,10.293,0.247,42.59,-8.73,Europe
Spain,A Coruña,2008,2,1,12.3,0.451,42.59,-8.73,Europe
Spain,A Coruña,2008,3,1,10.451,0.376,42.59,-8.73,Europe
Spain,A Coruña,2008,4,1,12.745,0.309,42.59,-8.73,Europe
Spain,A Coruña,2008,5,1,14.097,0.447,42.59,-8.73,Europe
Spain,A Coruña,2008,6,1,17.477,0.523,42.59,-8.73,Europe
Spain,A Coruña,2008,7,1,18.331000000000003,0.72,42.59,-8.73,Europe
Spain,A Coruña,2008,8,1,18.72,0.617,42.59,-8.73,Europe
Spain,A Coruña,2008,9,1,17.072999999999997,0.382,42.59,-8.73,Europe
Spain,A Coruña,2008,10,1,13.957,0.259,42.59,-8.73,Europe
Spain,A Coruña,2008,11,1,9.872,0.5539999999999999,42.59,-8.73,Europe
Spain,A Coruña,2008,12,1,8.872,0.211,42.59,-8.73,Europe
Spain,A Coruña,2009,1,1,8.366,0.298,42.59,-8.73,Europe
Spain,A Coruña,2009,2,1,9.416,0.314,42.59,-8.73,Europe
Spain,A Coruña,2009,3,1,12.127,0.292,42.59,-8.73,Europe
Spain,A Coruña,2009,4,1,10.835,0.416,42.59,-8.73,Europe
Spain,A Coruña,2009,5,1,15.105,0.28,42.59,-8.73,Europe
Spain,A Coruña,2009,6,1,17.930999999999997,0.452,42.59,-8.73,Europe
Spain,A Coruña,2009,7,1,17.949,0.4639999999999999,42.59,-8.73,Europe
Spain,A Coruña,2009,8,1,19.507,0.396,42.59,-8.73,Europe
Spain,A Coruña,2009,9,1,18.839,0.225,42.59,-8.73,Europe
Spain,A Coruña,2009,10,1,17.014,0.2319999999999999,42.59,-8.73,Europe
Spain,A Coruña,2009,11,1,12.628,0.3979999999999999,42.59,-8.73,Europe
Spain,A Coruña,2009,12,1,9.197,0.39,42.59,-8.73,Europe
Spain,A Coruña,2010,1,1,8.469,0.233,42.59,-8.73,Europe
Spain,A Coruña,2010,2,1,8.789,0.366,42.59,-8.73,Europe
Spain,A Coruña,2010,3,1,10.544,0.381,42.59,-8.73,Europe
Spain,A Coruña,2010,4,1,13.906,0.257,42.59,-8.73,Europe
Spain,A Coruña,2010,5,1,14.82,0.172,42.59,-8.73,Europe
Spain,A Coruña,2010,6,1,17.53,0.243,42.59,-8.73,Europe
Spain,A Coruña,2010,7,1,20.345,0.693,42.59,-8.73,Europe
Spain,A Coruña,2010,8,1,20.847,0.54,42.59,-8.73,Europe
Spain,A Coruña,2010,9,1,18.41,0.35,42.59,-8.73,Europe
Spain,A Coruña,2010,10,1,14.497,0.516,42.59,-8.73,Europe
Spain,A Coruña,2010,11,1,10.544,0.419,42.59,-8.73,Europe
Spain,A Coruña,2010,12,1,8.657,0.4539999999999999,42.59,-8.73,Europe
Spain,A Coruña,2011,1,1,9.668,0.39,42.59,-8.73,Europe
Spain,A Coruña,2011,2,1,9.742,0.367,42.59,-8.73,Europe
Spain,A Coruña,2011,3,1,11.336,0.326,42.59,-8.73,Europe
Spain,A Coruña,2011,4,1,15.875,0.526,42.59,-8.73,Europe
Spain,A Coruña,2011,5,1,16.748,0.725,42.59,-8.73,Europe
Spain,A Coruña,2011,6,1,17.429000000000002,0.665,42.59,-8.73,Europe
Spain,A Coruña,2011,7,1,18.168000000000006,0.727,42.59,-8.73,Europe
Spain,A Coruña,2011,8,1,19.045,0.5539999999999999,42.59,-8.73,Europe
Spain,A Coruña,2011,9,1,18.644,0.526,42.59,-8.73,Europe
Spain,A Coruña,2011,10,1,16.523,0.437,42.59,-8.73,Europe
Spain,A Coruña,2011,11,1,12.19,0.5479999999999999,42.59,-8.73,Europe
Spain,A Coruña,2011,12,1,9.658,0.456,42.59,-8.73,Europe
Spain,A Coruña,2012,1,1,8.703,0.501,42.59,-8.73,Europe
Spain,A Coruña,2012,2,1,8.282,0.635,42.59,-8.73,Europe
Spain,A Coruña,2012,3,1,12.798,0.758,42.59,-8.73,Europe
Spain,A Coruña,2012,4,1,10.238,0.496,42.59,-8.73,Europe
Spain,A Coruña,2012,5,1,15.24,0.293,42.59,-8.73,Europe
Spain,A Coruña,2012,6,1,16.752000000000002,0.625,42.59,-8.73,Europe
Spain,A Coruña,2012,7,1,18.136000000000006,0.609,42.59,-8.73,Europe
Spain,A Coruña,2012,8,1,18.911,0.718,42.59,-8.73,Europe
Spain,A Coruña,2012,9,1,18.546,0.536,42.59,-8.73,Europe
Spain,A Coruña,2012,10,1,14.747,0.777,42.59,-8.73,Europe
Spain,A Coruña,2012,11,1,10.908,0.7390000000000001,42.59,-8.73,Europe
Spain,A Coruña,2012,12,1,10.247,0.487,42.59,-8.73,Europe
Spain,A Coruña,2013,1,1,9.773,0.377,42.59,-8.73,Europe
Spain,A Coruña,2013,2,1,9.02,0.412,42.59,-8.73,Europe
Spain,A Coruña,2013,3,1,10.558,0.46,42.59,-8.73,Europe
Spain,A Coruña,2013,4,1,11.893,0.332,42.59,-8.73,Europe
Spain,A Coruña,2013,5,1,12.805,0.425,42.59,-8.73,Europe
Spain,A Coruña,2013,6,1,16.596,0.441,42.59,-8.73,Europe
Spain,A Coruña,2013,7,1,20.877,1.621,42.59,-8.73,Europe
Spain,A Coruña,2013,8,1,20.348,0.516,42.59,-8.73,Europe
Spain,A Coruña,2013,9,1,,,42.59,-8.73,Europe
Morocco,Agadir,2000,1,1,11.276,0.759,29.74,-9.23,Africa
Morocco,Agadir,2000,2,1,14.972,0.539,29.74,-9.23,Africa
Morocco,Agadir,2000,3,1,19.145,0.929,29.74,-9.23,Africa
Morocco,Agadir,2000,4,1,17.148,0.4,29.74,-9.23,Africa
Morocco,Agadir,2000,5,1,19.885,0.187,29.74,-9.23,Africa
Morocco,Agadir,2000,6,1,22.789,0.349,29.74,-9.23,Africa
Morocco,Agadir,2000,7,1,24.03,0.413,29.74,-9.23,Africa
Morocco,Agadir,2000,8,1,24.14,0.401,29.74,-9.23,Africa
Morocco,Agadir,2000,9,1,21.654,0.39,29.74,-9.23,Africa
Morocco,Agadir,2000,10,1,17.855,0.477,29.74,-9.23,Africa
Morocco,Agadir,2000,11,1,14.719,0.409,29.74,-9.23,Africa
Morocco,Agadir,2000,12,1,13.597,0.283,29.74,-9.23,Africa
Morocco,Agadir,2001,1,1,12.916,0.276,29.74,-9.23,Africa
Morocco,Agadir,2001,2,1,14.293,0.337,29.74,-9.23,Africa
Morocco,Agadir,2001,3,1,18.304,0.253,29.74,-9.23,Africa
Morocco,Agadir,2001,4,1,18.329,0.8859999999999999,29.74,-9.23,Africa
Morocco,Agadir,2001,5,1,19.2,0.467,29.74,-9.23,Africa
Morocco,Agadir,2001,6,1,22.675,0.813,29.74,-9.23,Africa
Morocco,Agadir,2001,7,1,23.294,0.512,29.74,-9.23,Africa
Morocco,Agadir,2001,8,1,23.837000000000003,0.535,29.74,-9.23,Africa
Morocco,Agadir,2001,9,1,21.868,0.555,29.74,-9.23,Africa
Morocco,Agadir,2001,10,1,21.82,0.63,29.74,-9.23,Africa
Morocco,Agadir,2001,11,1,16.345,0.523,29.74,-9.23,Africa
Morocco,Agadir,2001,12,1,15.235,0.447,29.74,-9.23,Africa
Morocco,Agadir,2002,1,1,13.981,0.444,29.74,-9.23,Africa
Morocco,Agadir,2002,2,1,15.499,0.207,29.74,-9.23,Africa
Morocco,Agadir,2002,3,1,16.915,0.603,29.74,-9.23,Africa
Morocco,Agadir,2002,4,1,17.677999999999994,0.5870000000000001,29.74,-9.23,Africa
Morocco,Agadir,2002,5,1,19.25,0.583,29.74,-9.23,Africa
Morocco,Agadir,2002,6,1,21.804,0.519,29.74,-9.23,Africa
Morocco,Agadir,2002,7,1,22.687,0.472,29.74,-9.23,Africa
Morocco,Agadir,2002,8,1,22.433000000000003,0.581,29.74,-9.23,Africa
Morocco,Agadir,2002,9,1,22.411,0.365,29.74,-9.23,Africa
Morocco,Agadir,2002,10,1,21.195,0.32,29.74,-9.23,Africa
Morocco,Agadir,2002,11,1,16.043,0.77,29.74,-9.23,Africa
Morocco,Agadir,2002,12,1,14.219,0.318,29.74,-9.23,Africa
Morocco,Agadir,2003,1,1,11.896,0.411,29.74,-9.23,Africa
Morocco,Agadir,2003,2,1,13.184,0.611,29.74,-9.23,Africa
Morocco,Agadir,2003,3,1,17.538999999999998,0.271,29.74,-9.23,Africa
Morocco,Agadir,2003,4,1,17.826999999999995,0.49,29.74,-9.23,Africa
Morocco,Agadir,2003,5,1,21.103,0.619,29.74,-9.23,Africa
Morocco,Agadir,2003,6,1,22.78,0.71,29.74,-9.23,Africa
Morocco,Agadir,2003,7,1,23.991,0.622,29.74,-9.23,Africa
Morocco,Agadir,2003,8,1,24.434,0.472,29.74,-9.23,Africa
Morocco,Agadir,2003,9,1,22.93,0.8029999999999999,29.74,-9.23,Africa
Morocco,Agadir,2003,10,1,19.599,0.4479999999999999,29.74,-9.23,Africa
Morocco,Agadir,2003,11,1,15.54,0.451,29.74,-9.23,Africa
Morocco,Agadir,2003,12,1,12.981,0.308,29.74,-9.23,Africa
Morocco,Agadir,2004,1,1,12.255999999999998,0.452,29.74,-9.23,Africa
Morocco,Agadir,2004,2,1,15.170000000000002,0.585,29.74,-9.23,Africa
Morocco,Agadir,2004,3,1,16.436999999999998,0.26,29.74,-9.23,Africa
Morocco,Agadir,2004,4,1,17.855999999999995,0.354,29.74,-9.23,Africa
Morocco,Agadir,2004,5,1,18.601,0.6809999999999999,29.74,-9.23,Africa
Morocco,Agadir,2004,6,1,22.42,0.626,29.74,-9.23,Africa
Morocco,Agadir,2004,7,1,25.53,0.72,29.74,-9.23,Africa
Morocco,Agadir,2004,8,1,25.011000000000006,0.535,29.74,-9.23,Africa
Morocco,Agadir,2004,9,1,22.843000000000004,0.52,29.74,-9.23,Africa
Morocco,Agadir,2004,10,1,20.171,0.735,29.74,-9.23,Africa
Morocco,Agadir,2004,11,1,15.603000000000002,0.188,29.74,-9.23,Africa
Morocco,Agadir,2004,12,1,11.702,0.382,29.74,-9.23,Africa
Morocco,Agadir,2005,1,1,10.818,0.51,29.74,-9.23,Africa
Morocco,Agadir,2005,2,1,11.787,0.395,29.74,-9.23,Africa
Morocco,Agadir,2005,3,1,17.578,0.522,29.74,-9.23,Africa
Morocco,Agadir,2005,4,1,18.308,0.77,29.74,-9.23,Africa
Morocco,Agadir,2005,5,1,20.756,0.937,29.74,-9.23,Africa
Morocco,Agadir,2005,6,1,22.971,0.604,29.74,-9.23,Africa
Morocco,Agadir,2005,7,1,23.903,0.3429999999999999,29.74,-9.23,Africa
Morocco,Agadir,2005,8,1,24.17,0.499,29.74,-9.23,Africa
Morocco,Agadir,2005,9,1,22.876,0.503,29.74,-9.23,Africa
Morocco,Agadir,2005,10,1,20.204,0.17,29.74,-9.23,Africa
Morocco,Agadir,2005,11,1,15.838,0.41,29.74,-9.23,Africa
Morocco,Agadir,2005,12,1,12.292,0.26,29.74,-9.23,Africa
Morocco,Agadir,2006,1,1,10.965,0.6709999999999999,29.74,-9.23,Africa
Morocco,Agadir,2006,2,1,12.877,0.476,29.74,-9.23,Africa
Morocco,Agadir,2006,3,1,16.361,0.7609999999999999,29.74,-9.23,Africa
Morocco,Agadir,2006,4,1,18.957,0.619,29.74,-9.23,Africa
Morocco,Agadir,2006,5,1,20.524,0.7879999999999999,29.74,-9.23,Africa
Morocco,Agadir,2006,6,1,22.198,0.599,29.74,-9.23,Africa
Morocco,Agadir,2006,7,1,24.498,0.395,29.74,-9.23,Africa
Morocco,Agadir,2006,8,1,23.977,0.6920000000000001,29.74,-9.23,Africa
Morocco,Agadir,2006,9,1,23.021,0.605,29.74,-9.23,Africa
Morocco,Agadir,2006,10,1,20.25,0.384,29.74,-9.23,Africa
Morocco,Agadir,2006,11,1,18.057,0.564,29.74,-9.23,Africa
Morocco,Agadir,2006,12,1,11.987,0.684,29.74,-9.23,Africa
Morocco,Agadir,2007,1,1,12.568,0.367,29.74,-9.23,Africa
Morocco,Agadir,2007,2,1,14.589,0.512,29.74,-9.23,Africa
Morocco,Agadir,2007,3,1,16.425,0.313,29.74,-9.23,Africa
Morocco,Agadir,2007,4,1,16.869999999999994,0.271,29.74,-9.23,Africa
Morocco,Agadir,2007,5,1,19.935,0.419,29.74,-9.23,Africa
Morocco,Agadir,2007,6,1,21.604,0.612,29.74,-9.23,Africa
Morocco,Agadir,2007,7,1,24.966,0.524,29.74,-9.23,Africa
Morocco,Agadir,2007,8,1,23.502,0.4679999999999999,29.74,-9.23,Africa
Morocco,Agadir,2007,9,1,21.75,0.505,29.74,-9.23,Africa
Morocco,Agadir,2007,10,1,20.026,0.3939999999999999,29.74,-9.23,Africa
Morocco,Agadir,2007,11,1,15.978000000000002,0.516,29.74,-9.23,Africa
Morocco,Agadir,2007,12,1,12.857,0.341,29.74,-9.23,Africa
Morocco,Agadir,2008,1,1,13.088,0.3929999999999999,29.74,-9.23,Africa
Morocco,Agadir,2008,2,1,16.344,0.818,29.74,-9.23,Africa
Morocco,Agadir,2008,3,1,17.116,0.389,29.74,-9.23,Africa
Morocco,Agadir,2008,4,1,21.056,0.79,29.74,-9.23,Africa
Morocco,Agadir,2008,5,1,19.561,0.432,29.74,-9.23,Africa
Morocco,Agadir,2008,6,1,22.404,0.39,29.74,-9.23,Africa
Morocco,Agadir,2008,7,1,24.073,0.5660000000000001,29.74,-9.23,Africa
Morocco,Agadir,2008,8,1,23.826,0.634,29.74,-9.23,Africa
Morocco,Agadir,2008,9,1,22.088,0.875,29.74,-9.23,Africa
Morocco,Agadir,2008,10,1,17.804000000000002,0.416,29.74,-9.23,Africa
Morocco,Agadir,2008,11,1,13.906,0.225,29.74,-9.23,Africa
Morocco,Agadir,2008,12,1,11.427,0.4,29.74,-9.23,Africa
Morocco,Agadir,2009,1,1,10.793,0.42,29.74,-9.23,Africa
Morocco,Agadir,2009,2,1,13.804,0.3939999999999999,29.74,-9.23,Africa
Morocco,Agadir,2009,3,1,17.180999999999997,0.561,29.74,-9.23,Africa
Morocco,Agadir,2009,4,1,17.445,0.61,29.74,-9.23,Africa
Morocco,Agadir,2009,5,1,19.917,0.491,29.74,-9.23,Africa
Morocco,Agadir,2009,6,1,23.365,0.6920000000000001,29.74,-9.23,Africa
Morocco,Agadir,2009,7,1,26.495,1.207,29.74,-9.23,Africa
Morocco,Agadir,2009,8,1,24.41200000000001,0.158,29.74,-9.23,Africa
Morocco,Agadir,2009,9,1,21.551,0.78,29.74,-9.23,Africa
Morocco,Agadir,2009,10,1,20.55,0.665,29.74,-9.23,Africa
Morocco,Agadir,2009,11,1,17.518,0.481,29.74,-9.23,Africa
Morocco,Agadir,2009,12,1,14.942,0.381,29.74,-9.23,Africa
Morocco,Agadir,2010,1,1,13.455,0.411,29.74,-9.23,Africa
Morocco,Agadir,2010,2,1,16.035999999999998,0.252,29.74,-9.23,Africa
Morocco,Agadir,2010,3,1,17.84,0.691,29.74,-9.23,Africa
Morocco,Agadir,2010,4,1,19.376,0.518,29.74,-9.23,Africa
Morocco,Agadir,2010,5,1,20.186,0.314,29.74,-9.23,Africa
Morocco,Agadir,2010,6,1,21.685,0.947,29.74,-9.23,Africa
Morocco,Agadir,2010,7,1,24.594,0.3279999999999999,29.74,-9.23,Africa
Morocco,Agadir,2010,8,1,25.69,0.586,29.74,-9.23,Africa
Morocco,Agadir,2010,9,1,23.791,0.455,29.74,-9.23,Africa
Morocco,Agadir,2010,10,1,19.643,0.384,29.74,-9.23,Africa
Morocco,Agadir,2010,11,1,15.997,0.31,29.74,-9.23,Africa
Morocco,Agadir,2010,12,1,15.538,0.31,29.74,-9.23,Africa
Morocco,Agadir,2011,1,1,13.412,0.636,29.74,-9.23,Africa
Morocco,Agadir,2011,2,1,13.252,0.764,29.74,-9.23,Africa
Morocco,Agadir,2011,3,1,15.791,0.725,29.74,-9.23,Africa
Morocco,Agadir,2011,4,1,19.101,0.171,29.74,-9.23,Africa
Morocco,Agadir,2011,5,1,21.958,0.998,29.74,-9.23,Africa
Morocco,Agadir,2011,6,1,24.537,0.8590000000000001,29.74,-9.23,Africa
Morocco,Agadir,2011,7,1,23.569000000000003,0.286,29.74,-9.23,Africa
Morocco,Agadir,2011,8,1,23.465,0.4579999999999999,29.74,-9.23,Africa
Morocco,Agadir,2011,9,1,22.393,0.695,29.74,-9.23,Africa
Morocco,Agadir,2011,10,1,20.039,0.326,29.74,-9.23,Africa
Morocco,Agadir,2011,11,1,15.655,0.276,29.74,-9.23,Africa
Morocco,Agadir,2011,12,1,12.276,0.813,29.74,-9.23,Africa
Morocco,Agadir,2012,1,1,11.594,0.43,29.74,-9.23,Africa
Morocco,Agadir,2012,2,1,11.574000000000002,0.2319999999999999,29.74,-9.23,Africa
Morocco,Agadir,2012,3,1,16.996,0.56,29.74,-9.23,Africa
Morocco,Agadir,2012,4,1,16.665999999999997,0.579,29.74,-9.23,Africa
Morocco,Agadir,2012,5,1,21.793000000000003,0.542,29.74,-9.23,Africa
Morocco,Agadir,2012,6,1,22.857,1.823,29.74,-9.23,Africa
Morocco,Agadir,2012,7,1,25.051,0.951,29.74,-9.23,Africa
Morocco,Agadir,2012,8,1,24.637,1.07,29.74,-9.23,Africa
Morocco,Agadir,2012,9,1,22.371,0.488,29.74,-9.23,Africa
Morocco,Agadir,2012,10,1,20.083,0.696,29.74,-9.23,Africa
Morocco,Agadir,2012,11,1,16.82,0.426,29.74,-9.23,Africa
Morocco,Agadir,2012,12,1,12.538,0.476,29.74,-9.23,Africa
Morocco,Agadir,2013,1,1,12.675999999999998,0.389,29.74,-9.23,Africa
Morocco,Agadir,2013,2,1,14.173,0.898,29.74,-9.23,Africa
Morocco,Agadir,2013,3,1,17.044999999999998,0.5479999999999999,29.74,-9.23,Africa
Morocco,Agadir,2013,4,1,19.082,1.125,29.74,-9.23,Africa
Morocco,Agadir,2013,5,1,19.679,0.623,29.74,-9.23,Africa
Morocco,Agadir,2013,6,1,22.08,0.6679999999999999,29.74,-9.23,Africa
Morocco,Agadir,2013,7,1,24.762,0.99,29.74,-9.23,Africa
Morocco,Agadir,2013,8,1,24.756,1.062,29.74,-9.23,Africa
Morocco,Agadir,2013,9,1,,,29.74,-9.23,Africa
France,Aix En Provence,2000,1,1,2.877,0.258,44.2,4.47,Europe
France,Aix En Provence,2000,2,1,6.7,0.26,44.2,4.47,Europe
France,Aix En Provence,2000,3,1,8.64,0.34,44.2,4.47,Europe
France,Aix En Provence,2000,4,1,10.769,0.2,44.2,4.47,Europe
France,Aix En Provence,2000,5,1,16.469,0.204,44.2,4.47,Europe
France,Aix En Provence,2000,6,1,19.682,0.1889999999999999,44.2,4.47,Europe
France,Aix En Provence,2000,7,1,19.801,0.218,44.2,4.47,Europe
France,Aix En Provence,2000,8,1,22.053,0.33,44.2,4.47,Europe
France,Aix En Provence,2000,9,1,17.976,0.237,44.2,4.47,Europe
France,Aix En Provence,2000,10,1,12.261,0.233,44.2,4.47,Europe
France,Aix En Provence,2000,11,1,7.854,0.188,44.2,4.47,Europe
France,Aix En Provence,2000,12,1,6.574,0.231,44.2,4.47,Europe
France,Aix En Provence,2001,1,1,5.395,0.451,44.2,4.47,Europe
France,Aix En Provence,2001,2,1,5.7970000000000015,0.286,44.2,4.47,Europe
France,Aix En Provence,2001,3,1,10.362,0.177,44.2,4.47,Europe
France,Aix En Provence,2001,4,1,10.007,0.171,44.2,4.47,Europe
France,Aix En Provence,2001,5,1,16.186,0.324,44.2,4.47,Europe
France,Aix En Provence,2001,6,1,19.233,0.25,44.2,4.47,Europe
France,Aix En Provence,2001,7,1,21.745,0.109,44.2,4.47,Europe
France,Aix En Provence,2001,8,1,22.225,0.176,44.2,4.47,Europe
France,Aix En Provence,2001,9,1,15.495,0.29,44.2,4.47,Europe
France,Aix En Provence,2001,10,1,15.273,0.105,44.2,4.47,Europe
France,Aix En Provence,2001,11,1,6.033,0.417,44.2,4.47,Europe
France,Aix En Provence,2001,12,1,1.681,0.386,44.2,4.47,Europe
France,Aix En Provence,2002,1,1,3.827,0.316,44.2,4.47,Europe
France,Aix En Provence,2002,2,1,7.037999999999999,0.273,44.2,4.47,Europe
France,Aix En Provence,2002,3,1,9.47,0.24,44.2,4.47,Europe
