country,City,year,month,day,AverageTemperature,AverageTemperatureUncertainty,Latitude,Longitude,continent
Egypt,Luxor,2006,4,1,24.115,0.432,26.52,32.24,Africa
Egypt,Luxor,2006,5,1,28.411,0.243,26.52,32.24,Africa
Egypt,Luxor,2006,6,1,31.856,0.3989999999999999,26.52,32.24,Africa
Egypt,Luxor,2006,7,1,31.646,0.401,26.52,32.24,Africa
Egypt,Luxor,2006,8,1,32.645,0.284,26.52,32.24,Africa
Egypt,Luxor,2006,9,1,29.829,0.256,26.52,32.24,Africa
Egypt,Luxor,2006,10,1,25.285,0.206,26.52,32.24,Africa
Egypt,Luxor,2006,11,1,18.108,0.382,26.52,32.24,Africa
Egypt,Luxor,2006,12,1,13.947,0.259,26.52,32.24,Africa
Egypt,Luxor,2007,1,1,13.0,0.238,26.52,32.24,Africa
Egypt,Luxor,2007,2,1,15.733,0.356,26.52,32.24,Africa
Egypt,Luxor,2007,3,1,19.464,0.355,26.52,32.24,Africa
Egypt,Luxor,2007,4,1,24.346,0.3289999999999999,26.52,32.24,Africa
Egypt,Luxor,2007,5,1,29.578000000000003,0.252,26.52,32.24,Africa
Egypt,Luxor,2007,6,1,31.838,0.186,26.52,32.24,Africa
Egypt,Luxor,2007,7,1,32.373000000000005,0.4539999999999999,26.52,32.24,Africa
Egypt,Luxor,2007,8,1,32.02,0.3329999999999999,26.52,32.24,Africa
Egypt,Luxor,2007,9,1,28.491000000000003,0.307,26.52,32.24,Africa
Egypt,Luxor,2007,10,1,26.072,0.2789999999999999,26.52,32.24,Africa
Egypt,Luxor,2007,11,1,19.950000000000006,0.314,26.52,32.24,Africa
Egypt,Luxor,2007,12,1,15.005,0.332,26.52,32.24,Africa
Egypt,Luxor,2008,1,1,12.332,0.356,26.52,32.24,Africa
Egypt,Luxor,2008,2,1,14.327,0.22,26.52,32.24,Africa
Egypt,Luxor,2008,3,1,22.184,0.346,26.52,32.24,Africa
Egypt,Luxor,2008,4,1,25.442,0.3929999999999999,26.52,32.24,Africa
Egypt,Luxor,2008,5,1,28.799,0.301,26.52,32.24,Africa
Egypt,Luxor,2008,6,1,32.435,0.25,26.52,32.24,Africa
Egypt,Luxor,2008,7,1,32.066,0.308,26.52,32.24,Africa
Egypt,Luxor,2008,8,1,32.507,0.4629999999999999,26.52,32.24,Africa
Egypt,Luxor,2008,9,1,30.417,0.1989999999999999,26.52,32.24,Africa
Egypt,Luxor,2008,10,1,24.821,0.204,26.52,32.24,Africa
Egypt,Luxor,2008,11,1,20.488000000000003,0.218,26.52,32.24,Africa
Egypt,Luxor,2008,12,1,16.053,0.391,26.52,32.24,Africa
Egypt,Luxor,2009,1,1,14.348,0.157,26.52,32.24,Africa
Egypt,Luxor,2009,2,1,16.067,0.299,26.52,32.24,Africa
Egypt,Luxor,2009,3,1,18.54,0.298,26.52,32.24,Africa
Egypt,Luxor,2009,4,1,25.416,0.525,26.52,32.24,Africa
Egypt,Luxor,2009,5,1,27.659,0.275,26.52,32.24,Africa
Egypt,Luxor,2009,6,1,31.724,0.298,26.52,32.24,Africa
Egypt,Luxor,2009,7,1,32.660000000000004,0.441,26.52,32.24,Africa
Egypt,Luxor,2009,8,1,31.453000000000003,0.304,26.52,32.24,Africa
Egypt,Luxor,2009,9,1,29.665000000000006,0.223,26.52,32.24,Africa
Egypt,Luxor,2009,10,1,26.233,0.218,26.52,32.24,Africa
Egypt,Luxor,2009,11,1,19.643,0.382,26.52,32.24,Africa
Egypt,Luxor,2009,12,1,15.68,0.3289999999999999,26.52,32.24,Africa
Egypt,Luxor,2010,1,1,16.149,0.298,26.52,32.24,Africa
Egypt,Luxor,2010,2,1,18.993,0.493,26.52,32.24,Africa
Egypt,Luxor,2010,3,1,22.334,0.466,26.52,32.24,Africa
Egypt,Luxor,2010,4,1,26.076,0.318,26.52,32.24,Africa
Egypt,Luxor,2010,5,1,29.36,0.357,26.52,32.24,Africa
Egypt,Luxor,2010,6,1,32.789,0.419,26.52,32.24,Africa
Egypt,Luxor,2010,7,1,32.714,0.4479999999999999,26.52,32.24,Africa
Egypt,Luxor,2010,8,1,33.712,0.285,26.52,32.24,Africa
Egypt,Luxor,2010,9,1,30.711,0.182,26.52,32.24,Africa
Egypt,Luxor,2010,10,1,28.097,0.4579999999999999,26.52,32.24,Africa
Egypt,Luxor,2010,11,1,22.66,0.588,26.52,32.24,Africa
Egypt,Luxor,2010,12,1,16.359,0.3989999999999999,26.52,32.24,Africa
Egypt,Luxor,2011,1,1,14.043,0.397,26.52,32.24,Africa
Egypt,Luxor,2011,2,1,17.219,0.4589999999999999,26.52,32.24,Africa
Egypt,Luxor,2011,3,1,19.333,0.432,26.52,32.24,Africa
Egypt,Luxor,2011,4,1,23.809,0.365,26.52,32.24,Africa
Egypt,Luxor,2011,5,1,28.493,0.286,26.52,32.24,Africa
Egypt,Luxor,2011,6,1,31.008000000000003,0.346,26.52,32.24,Africa
Egypt,Luxor,2011,7,1,32.787,0.44,26.52,32.24,Africa
Egypt,Luxor,2011,8,1,31.931,0.1969999999999999,26.52,32.24,Africa
Egypt,Luxor,2011,9,1,29.44400000000001,0.159,26.52,32.24,Africa
Egypt,Luxor,2011,10,1,25.256,0.354,26.52,32.24,Africa
Egypt,Luxor,2011,11,1,17.852999999999998,0.423,26.52,32.24,Africa
Egypt,Luxor,2011,12,1,14.396,0.351,26.52,32.24,Africa
Egypt,Luxor,2012,1,1,12.07,0.359,26.52,32.24,Africa
Egypt,Luxor,2012,2,1,15.646,0.35,26.52,32.24,Africa
Egypt,Luxor,2012,3,1,18.21,0.308,26.52,32.24,Africa
Egypt,Luxor,2012,4,1,25.611,0.428,26.52,32.24,Africa
Egypt,Luxor,2012,5,1,29.842,0.355,26.52,32.24,Africa
Egypt,Luxor,2012,6,1,32.656,0.494,26.52,32.24,Africa
Egypt,Luxor,2012,7,1,33.017,1.045,26.52,32.24,Africa
Egypt,Luxor,2012,8,1,32.08,0.858,26.52,32.24,Africa
Egypt,Luxor,2012,9,1,29.491000000000003,0.669,26.52,32.24,Africa
Egypt,Luxor,2012,10,1,26.674,0.294,26.52,32.24,Africa
Egypt,Luxor,2012,11,1,21.246,0.428,26.52,32.24,Africa
Egypt,Luxor,2012,12,1,15.501,0.657,26.52,32.24,Africa
Egypt,Luxor,2013,1,1,14.773,0.431,26.52,32.24,Africa
Egypt,Luxor,2013,2,1,17.097,0.6829999999999999,26.52,32.24,Africa
Egypt,Luxor,2013,3,1,21.62,0.648,26.52,32.24,Africa
Egypt,Luxor,2013,4,1,23.7,0.601,26.52,32.24,Africa
Egypt,Luxor,2013,5,1,30.491,0.976,26.52,32.24,Africa
Egypt,Luxor,2013,6,1,31.476,0.916,26.52,32.24,Africa
Egypt,Luxor,2013,7,1,31.181,1.154,26.52,32.24,Africa
Egypt,Luxor,2013,8,1,31.447,1.413,26.52,32.24,Africa
Egypt,Luxor,2013,9,1,,,26.52,32.24,Africa
France,Lyon,2000,1,1,-0.483,0.119,45.81,5.77,Europe
France,Lyon,2000,2,1,3.286,0.118,45.81,5.77,Europe
France,Lyon,2000,3,1,5.4860000000000015,0.2789999999999999,45.81,5.77,Europe
France,Lyon,2000,4,1,8.999,0.206,45.81,5.77,Europe
France,Lyon,2000,5,1,14.75,0.2769999999999999,45.81,5.77,Europe
France,Lyon,2000,6,1,17.826999999999995,0.2019999999999999,45.81,5.77,Europe
France,Lyon,2000,7,1,16.682000000000002,0.196,45.81,5.77,Europe
France,Lyon,2000,8,1,19.14,0.332,45.81,5.77,Europe
France,Lyon,2000,9,1,15.149,0.198,45.81,5.77,Europe
France,Lyon,2000,10,1,9.71,0.315,45.81,5.77,Europe
France,Lyon,2000,11,1,5.562,0.304,45.81,5.77,Europe
France,Lyon,2000,12,1,3.85,0.363,45.81,5.77,Europe
France,Lyon,2001,1,1,2.204,0.616,45.81,5.77,Europe
France,Lyon,2001,2,1,3.02,0.4479999999999999,45.81,5.77,Europe
France,Lyon,2001,3,1,7.77,0.359,45.81,5.77,Europe
France,Lyon,2001,4,1,7.057,0.241,45.81,5.77,Europe
France,Lyon,2001,5,1,14.701,0.349,45.81,5.77,Europe
France,Lyon,2001,6,1,15.876,0.299,45.81,5.77,Europe
France,Lyon,2001,7,1,18.928,0.2,45.81,5.77,Europe
France,Lyon,2001,8,1,19.292,0.1969999999999999,45.81,5.77,Europe
France,Lyon,2001,9,1,11.851,0.263,45.81,5.77,Europe
France,Lyon,2001,10,1,12.709,0.182,45.81,5.77,Europe
France,Lyon,2001,11,1,2.652,0.287,45.81,5.77,Europe
France,Lyon,2001,12,1,-1.0910000000000002,0.426,45.81,5.77,Europe
France,Lyon,2002,1,1,0.31,0.486,45.81,5.77,Europe
France,Lyon,2002,2,1,4.587,0.355,45.81,5.77,Europe
France,Lyon,2002,3,1,6.699,0.242,45.81,5.77,Europe
France,Lyon,2002,4,1,9.093,0.185,45.81,5.77,Europe
France,Lyon,2002,5,1,11.968,0.337,45.81,5.77,Europe
France,Lyon,2002,6,1,18.531,0.257,45.81,5.77,Europe
France,Lyon,2002,7,1,18.062,0.203,45.81,5.77,Europe
France,Lyon,2002,8,1,17.268,0.29,45.81,5.77,Europe
France,Lyon,2002,9,1,13.257,0.356,45.81,5.77,Europe
France,Lyon,2002,10,1,9.75,0.2269999999999999,45.81,5.77,Europe
France,Lyon,2002,11,1,6.337000000000001,0.266,45.81,5.77,Europe
France,Lyon,2002,12,1,3.607,0.298,45.81,5.77,Europe
France,Lyon,2003,1,1,-0.4539999999999999,0.432,45.81,5.77,Europe
France,Lyon,2003,2,1,-0.494,0.134,45.81,5.77,Europe
France,Lyon,2003,3,1,6.934,0.266,45.81,5.77,Europe
France,Lyon,2003,4,1,9.401,0.2,45.81,5.77,Europe
France,Lyon,2003,5,1,14.447,0.292,45.81,5.77,Europe
France,Lyon,2003,6,1,21.969,0.415,45.81,5.77,Europe
France,Lyon,2003,7,1,20.827,0.318,45.81,5.77,Europe
France,Lyon,2003,8,1,22.888,0.349,45.81,5.77,Europe
France,Lyon,2003,9,1,14.642,0.235,45.81,5.77,Europe
France,Lyon,2003,10,1,7.42,0.351,45.81,5.77,Europe
France,Lyon,2003,11,1,5.484,0.7170000000000001,45.81,5.77,Europe
France,Lyon,2003,12,1,1.575,0.331,45.81,5.77,Europe
France,Lyon,2004,1,1,0.7340000000000001,0.312,45.81,5.77,Europe
France,Lyon,2004,2,1,1.6669999999999998,0.275,45.81,5.77,Europe
France,Lyon,2004,3,1,4.306,0.2769999999999999,45.81,5.77,Europe
France,Lyon,2004,4,1,8.521,0.264,45.81,5.77,Europe
France,Lyon,2004,5,1,12.191,0.272,45.81,5.77,Europe
France,Lyon,2004,6,1,17.269000000000002,0.244,45.81,5.77,Europe
France,Lyon,2004,7,1,18.641,0.205,45.81,5.77,Europe
France,Lyon,2004,8,1,18.62,0.305,45.81,5.77,Europe
France,Lyon,2004,9,1,15.242,0.174,45.81,5.77,Europe
France,Lyon,2004,10,1,11.567,0.423,45.81,5.77,Europe
France,Lyon,2004,11,1,3.812,0.312,45.81,5.77,Europe
France,Lyon,2004,12,1,0.873,0.2789999999999999,45.81,5.77,Europe
France,Lyon,2005,1,1,-0.346,0.134,45.81,5.77,Europe
France,Lyon,2005,2,1,-1.4780000000000002,0.359,45.81,5.77,Europe
France,Lyon,2005,3,1,5.091,0.236,45.81,5.77,Europe
France,Lyon,2005,4,1,8.725,0.156,45.81,5.77,Europe
France,Lyon,2005,5,1,13.854,0.1989999999999999,45.81,5.77,Europe
France,Lyon,2005,6,1,18.792,0.146,45.81,5.77,Europe
France,Lyon,2005,7,1,19.221,0.153,45.81,5.77,Europe
France,Lyon,2005,8,1,17.020000000000003,0.177,45.81,5.77,Europe
France,Lyon,2005,9,1,15.287,0.121,45.81,5.77,Europe
France,Lyon,2005,10,1,11.51,0.449,45.81,5.77,Europe
France,Lyon,2005,11,1,3.5200000000000005,0.264,45.81,5.77,Europe
France,Lyon,2005,12,1,-1.339,0.241,45.81,5.77,Europe
France,Lyon,2006,1,1,-1.0759999999999998,0.483,45.81,5.77,Europe
France,Lyon,2006,2,1,0.2910000000000001,0.353,45.81,5.77,Europe
France,Lyon,2006,3,1,4.178999999999999,0.351,45.81,5.77,Europe
France,Lyon,2006,4,1,8.979,0.298,45.81,5.77,Europe
France,Lyon,2006,5,1,13.329,0.368,45.81,5.77,Europe
France,Lyon,2006,6,1,18.233,0.226,45.81,5.77,Europe
France,Lyon,2006,7,1,22.49,0.105,45.81,5.77,Europe
France,Lyon,2006,8,1,15.768,0.296,45.81,5.77,Europe
France,Lyon,2006,9,1,17.090999999999998,0.162,45.81,5.77,Europe
France,Lyon,2006,10,1,12.589,0.218,45.81,5.77,Europe
France,Lyon,2006,11,1,6.737,0.1639999999999999,45.81,5.77,Europe
France,Lyon,2006,12,1,1.977,0.41,45.81,5.77,Europe
France,Lyon,2007,1,1,3.026,0.368,45.81,5.77,Europe
France,Lyon,2007,2,1,4.487,0.267,45.81,5.77,Europe
France,Lyon,2007,3,1,5.651,0.238,45.81,5.77,Europe
France,Lyon,2007,4,1,13.033,0.368,45.81,5.77,Europe
France,Lyon,2007,5,1,14.084,0.31,45.81,5.77,Europe
France,Lyon,2007,6,1,17.14,0.245,45.81,5.77,Europe
France,Lyon,2007,7,1,17.86,0.314,45.81,5.77,Europe
France,Lyon,2007,8,1,17.317999999999998,0.063,45.81,5.77,Europe
France,Lyon,2007,9,1,13.364,0.206,45.81,5.77,Europe
France,Lyon,2007,10,1,9.164,0.266,45.81,5.77,Europe
France,Lyon,2007,11,1,3.023000000000001,0.152,45.81,5.77,Europe
France,Lyon,2007,12,1,0.2589999999999999,0.316,45.81,5.77,Europe
France,Lyon,2008,1,1,2.589,0.19,45.81,5.77,Europe
France,Lyon,2008,2,1,3.484,0.304,45.81,5.77,Europe
France,Lyon,2008,3,1,4.511,0.266,45.81,5.77,Europe
France,Lyon,2008,4,1,7.951,0.254,45.81,5.77,Europe
France,Lyon,2008,5,1,14.553999999999998,0.305,45.81,5.77,Europe
France,Lyon,2008,6,1,16.954,0.222,45.81,5.77,Europe
France,Lyon,2008,7,1,18.54,0.1639999999999999,45.81,5.77,Europe
France,Lyon,2008,8,1,17.807000000000006,0.185,45.81,5.77,Europe
France,Lyon,2008,9,1,12.829,0.21,45.81,5.77,Europe
France,Lyon,2008,10,1,9.594,0.198,45.81,5.77,Europe
France,Lyon,2008,11,1,4.502000000000002,0.355,45.81,5.77,Europe
France,Lyon,2008,12,1,0.0939999999999999,0.273,45.81,5.77,Europe
France,Lyon,2009,1,1,-1.519,0.259,45.81,5.77,Europe
France,Lyon,2009,2,1,0.7010000000000001,0.288,45.81,5.77,Europe
France,Lyon,2009,3,1,4.958,0.201,45.81,5.77,Europe
France,Lyon,2009,4,1,10.623,0.423,45.81,5.77,Europe
France,Lyon,2009,5,1,15.582999999999998,0.286,45.81,5.77,Europe
France,Lyon,2009,6,1,17.163,0.221,45.81,5.77,Europe
France,Lyon,2009,7,1,19.602,0.352,45.81,5.77,Europe
France,Lyon,2009,8,1,20.437,0.242,45.81,5.77,Europe
France,Lyon,2009,9,1,15.504,0.428,45.81,5.77,Europe
France,Lyon,2009,10,1,9.414,0.218,45.81,5.77,Europe
France,Lyon,2009,11,1,6.706,0.278,45.81,5.77,Europe
France,Lyon,2009,12,1,1.1,0.54,45.81,5.77,Europe
France,Lyon,2010,1,1,-1.999,0.492,45.81,5.77,Europe
France,Lyon,2010,2,1,0.757,0.387,45.81,5.77,Europe
France,Lyon,2010,3,1,4.498,0.285,45.81,5.77,Europe
France,Lyon,2010,4,1,9.892,0.349,45.81,5.77,Europe
France,Lyon,2010,5,1,11.717,0.322,45.81,5.77,Europe
France,Lyon,2010,6,1,16.727,0.341,45.81,5.77,Europe
France,Lyon,2010,7,1,20.778,0.241,45.81,5.77,Europe
France,Lyon,2010,8,1,17.737000000000005,0.184,45.81,5.77,Europe
France,Lyon,2010,9,1,13.488,0.16,45.81,5.77,Europe
France,Lyon,2010,10,1,8.952,0.12,45.81,5.77,Europe
France,Lyon,2010,11,1,4.7170000000000005,0.245,45.81,5.77,Europe
France,Lyon,2010,12,1,-1.14,0.331,45.81,5.77,Europe
France,Lyon,2011,1,1,0.764,0.251,45.81,5.77,Europe
France,Lyon,2011,2,1,2.456,0.18,45.81,5.77,Europe
France,Lyon,2011,3,1,6.392,0.297,45.81,5.77,Europe
France,Lyon,2011,4,1,12.172,0.4479999999999999,45.81,5.77,Europe
France,Lyon,2011,5,1,15.473,0.228,45.81,5.77,Europe
France,Lyon,2011,6,1,16.718999999999998,0.247,45.81,5.77,Europe
France,Lyon,2011,7,1,16.694000000000003,0.193,45.81,5.77,Europe
France,Lyon,2011,8,1,19.25,0.245,45.81,5.77,Europe
France,Lyon,2011,9,1,16.343,0.206,45.81,5.77,Europe
France,Lyon,2011,10,1,10.077,0.195,45.81,5.77,Europe
France,Lyon,2011,11,1,5.949,0.46,45.81,5.77,Europe
France,Lyon,2011,12,1,2.779,0.481,45.81,5.77,Europe
France,Lyon,2012,1,1,1.5319999999999998,0.3,45.81,5.77,Europe
France,Lyon,2012,2,1,-3.018,0.2239999999999999,45.81,5.77,Europe
France,Lyon,2012,3,1,7.848000000000001,0.411,45.81,5.77,Europe
France,Lyon,2012,4,1,8.583,0.396,45.81,5.77,Europe
France,Lyon,2012,5,1,13.895,0.272,45.81,5.77,Europe
France,Lyon,2012,6,1,16.901,0.4029999999999999,45.81,5.77,Europe
France,Lyon,2012,7,1,18.455,0.347,45.81,5.77,Europe
France,Lyon,2012,8,1,19.746,0.72,45.81,5.77,Europe
France,Lyon,2012,9,1,14.515999999999998,0.435,45.81,5.77,Europe
France,Lyon,2012,10,1,10.154,0.173,45.81,5.77,Europe
France,Lyon,2012,11,1,5.6610000000000005,0.192,45.81,5.77,Europe
France,Lyon,2012,12,1,1.914,0.411,45.81,5.77,Europe
France,Lyon,2013,1,1,0.516,0.5920000000000001,45.81,5.77,Europe
France,Lyon,2013,2,1,-0.6599999999999999,0.304,45.81,5.77,Europe
France,Lyon,2013,3,1,3.42,0.198,45.81,5.77,Europe
France,Lyon,2013,4,1,8.754999999999999,0.41,45.81,5.77,Europe
France,Lyon,2013,5,1,10.477,0.406,45.81,5.77,Europe
France,Lyon,2013,6,1,15.97,0.4529999999999999,45.81,5.77,Europe
France,Lyon,2013,7,1,20.531,0.367,45.81,5.77,Europe
France,Lyon,2013,8,1,18.633000000000006,0.417,45.81,5.77,Europe
France,Lyon,2013,9,1,,,45.81,5.77,Europe
Spain,Málaga,2000,1,1,11.833,0.289,36.17,-3.98,Europe
Spain,Málaga,2000,2,1,14.612,0.28,36.17,-3.98,Europe
Spain,Málaga,2000,3,1,14.969,0.201,36.17,-3.98,Europe
Spain,Málaga,2000,4,1,14.639,0.2269999999999999,36.17,-3.98,Europe
Spain,Málaga,2000,5,1,18.948,0.304,36.17,-3.98,Europe
Spain,Málaga,2000,6,1,22.238000000000003,0.772,36.17,-3.98,Europe
Spain,Málaga,2000,7,1,23.56,0.4039999999999999,36.17,-3.98,Europe
Spain,Málaga,2000,8,1,24.292,0.3779999999999999,36.17,-3.98,Europe
Spain,Málaga,2000,9,1,22.737,0.396,36.17,-3.98,Europe
Spain,Málaga,2000,10,1,18.391,0.358,36.17,-3.98,Europe
Spain,Málaga,2000,11,1,15.453,0.397,36.17,-3.98,Europe
Spain,Málaga,2000,12,1,14.636,0.356,36.17,-3.98,Europe
Spain,Málaga,2001,1,1,14.031,0.314,36.17,-3.98,Europe
Spain,Málaga,2001,2,1,13.622,0.321,36.17,-3.98,Europe
Spain,Málaga,2001,3,1,16.294,0.211,36.17,-3.98,Europe
Spain,Málaga,2001,4,1,16.795,0.379,36.17,-3.98,Europe
Spain,Málaga,2001,5,1,18.106,0.316,36.17,-3.98,Europe
Spain,Málaga,2001,6,1,22.673,0.264,36.17,-3.98,Europe
Spain,Málaga,2001,7,1,22.864,0.372,36.17,-3.98,Europe
Spain,Málaga,2001,8,1,24.483,0.348,36.17,-3.98,Europe
Spain,Málaga,2001,9,1,22.74,0.325,36.17,-3.98,Europe
Spain,Málaga,2001,10,1,20.864,0.244,36.17,-3.98,Europe
Spain,Málaga,2001,11,1,15.101,0.369,36.17,-3.98,Europe
Spain,Málaga,2001,12,1,13.71,0.252,36.17,-3.98,Europe
Spain,Málaga,2002,1,1,13.81,0.2289999999999999,36.17,-3.98,Europe
Spain,Málaga,2002,2,1,14.094,0.29,36.17,-3.98,Europe
Spain,Málaga,2002,3,1,14.705,0.218,36.17,-3.98,Europe
Spain,Málaga,2002,4,1,15.433000000000002,0.362,36.17,-3.98,Europe
Spain,Málaga,2002,5,1,17.964000000000002,0.5379999999999999,36.17,-3.98,Europe
Spain,Málaga,2002,6,1,21.501,0.455,36.17,-3.98,Europe
Spain,Málaga,2002,7,1,23.067,0.346,36.17,-3.98,Europe
Spain,Málaga,2002,8,1,23.016,0.49,36.17,-3.98,Europe
Spain,Málaga,2002,9,1,21.894,0.324,36.17,-3.98,Europe
Spain,Málaga,2002,10,1,19.699,0.252,36.17,-3.98,Europe
Spain,Málaga,2002,11,1,16.787,0.573,36.17,-3.98,Europe
Spain,Málaga,2002,12,1,15.072,0.222,36.17,-3.98,Europe
Spain,Málaga,2003,1,1,12.498,0.286,36.17,-3.98,Europe
Spain,Málaga,2003,2,1,12.3,0.1989999999999999,36.17,-3.98,Europe
Spain,Málaga,2003,3,1,14.883,0.215,36.17,-3.98,Europe
Spain,Málaga,2003,4,1,15.511,0.319,36.17,-3.98,Europe
Spain,Málaga,2003,5,1,19.319000000000003,0.457,36.17,-3.98,Europe
Spain,Málaga,2003,6,1,23.281,0.407,36.17,-3.98,Europe
Spain,Málaga,2003,7,1,24.237,0.466,36.17,-3.98,Europe
Spain,Málaga,2003,8,1,25.424,0.432,36.17,-3.98,Europe
Spain,Málaga,2003,9,1,23.084000000000003,0.296,36.17,-3.98,Europe
Spain,Málaga,2003,10,1,19.332,0.412,36.17,-3.98,Europe
Spain,Málaga,2003,11,1,16.093,0.19,36.17,-3.98,Europe
Spain,Málaga,2003,12,1,13.651,0.306,36.17,-3.98,Europe
Spain,Málaga,2004,1,1,13.835,0.292,36.17,-3.98,Europe
Spain,Málaga,2004,2,1,13.613,0.311,36.17,-3.98,Europe
Spain,Málaga,2004,3,1,13.754,0.322,36.17,-3.98,Europe
Spain,Málaga,2004,4,1,14.842,0.301,36.17,-3.98,Europe
Spain,Málaga,2004,5,1,16.829,0.319,36.17,-3.98,Europe
Spain,Málaga,2004,6,1,22.525,0.569,36.17,-3.98,Europe
Spain,Málaga,2004,7,1,23.892,0.386,36.17,-3.98,Europe
Spain,Málaga,2004,8,1,24.65,0.226,36.17,-3.98,Europe
Spain,Málaga,2004,9,1,23.337000000000003,0.26,36.17,-3.98,Europe
Spain,Málaga,2004,10,1,20.183,0.2789999999999999,36.17,-3.98,Europe
Spain,Málaga,2004,11,1,15.380999999999998,0.27,36.17,-3.98,Europe
Spain,Málaga,2004,12,1,13.169,0.222,36.17,-3.98,Europe
Spain,Málaga,2005,1,1,11.253,0.345,36.17,-3.98,Europe
Spain,Málaga,2005,2,1,10.602,0.36,36.17,-3.98,Europe
Spain,Málaga,2005,3,1,13.983,0.185,36.17,-3.98,Europe
Spain,Málaga,2005,4,1,16.213,0.391,36.17,-3.98,Europe
Spain,Málaga,2005,5,1,20.06,0.311,36.17,-3.98,Europe
Spain,Málaga,2005,6,1,22.72600000000001,0.283,36.17,-3.98,Europe
Spain,Málaga,2005,7,1,24.337,0.415,36.17,-3.98,Europe
Spain,Málaga,2005,8,1,24.227,0.187,36.17,-3.98,Europe
Spain,Málaga,2005,9,1,22.322000000000006,0.302,36.17,-3.98,Europe
Spain,Málaga,2005,10,1,20.104,0.319,36.17,-3.98,Europe
Spain,Málaga,2005,11,1,15.075,0.215,36.17,-3.98,Europe
Spain,Málaga,2005,12,1,13.357,0.2789999999999999,36.17,-3.98,Europe
Spain,Málaga,2006,1,1,11.733,0.312,36.17,-3.98,Europe
Spain,Málaga,2006,2,1,12.021,0.265,36.17,-3.98,Europe
Spain,Málaga,2006,3,1,14.478,0.296,36.17,-3.98,Europe
Spain,Málaga,2006,4,1,17.027,0.362,36.17,-3.98,Europe
Spain,Málaga,2006,5,1,20.0,0.29,36.17,-3.98,Europe
Spain,Málaga,2006,6,1,21.705,0.423,36.17,-3.98,Europe
Spain,Málaga,2006,7,1,24.554,0.41,36.17,-3.98,Europe
Spain,Málaga,2006,8,1,24.312,0.337,36.17,-3.98,Europe
Spain,Málaga,2006,9,1,23.148000000000003,0.261,36.17,-3.98,Europe
Spain,Málaga,2006,10,1,21.093000000000004,0.416,36.17,-3.98,Europe
Spain,Málaga,2006,11,1,17.845,0.121,36.17,-3.98,Europe
Spain,Málaga,2006,12,1,13.187,0.353,36.17,-3.98,Europe
Spain,Málaga,2007,1,1,12.589,0.314,36.17,-3.98,Europe
Spain,Málaga,2007,2,1,14.567,0.304,36.17,-3.98,Europe
Spain,Málaga,2007,3,1,13.92,0.287,36.17,-3.98,Europe
Spain,Málaga,2007,4,1,14.872000000000002,0.315,36.17,-3.98,Europe
Spain,Málaga,2007,5,1,18.613,0.429,36.17,-3.98,Europe
Spain,Málaga,2007,6,1,21.229000000000006,0.433,36.17,-3.98,Europe
Spain,Málaga,2007,7,1,23.787,0.379,36.17,-3.98,Europe
Spain,Málaga,2007,8,1,23.974,0.221,36.17,-3.98,Europe
Spain,Málaga,2007,9,1,22.679,0.356,36.17,-3.98,Europe
Spain,Málaga,2007,10,1,19.721,0.298,36.17,-3.98,Europe
Spain,Málaga,2007,11,1,15.877,0.36,36.17,-3.98,Europe
Spain,Málaga,2007,12,1,13.513,0.423,36.17,-3.98,Europe
Spain,Málaga,2008,1,1,13.815,0.201,36.17,-3.98,Europe
Spain,Málaga,2008,2,1,14.545,0.367,36.17,-3.98,Europe
Spain,Málaga,2008,3,1,14.699000000000002,0.4029999999999999,36.17,-3.98,Europe
Spain,Málaga,2008,4,1,16.524,0.109,36.17,-3.98,Europe
Spain,Málaga,2008,5,1,17.919999999999995,0.485,36.17,-3.98,Europe
Spain,Málaga,2008,6,1,21.695,0.4639999999999999,36.17,-3.98,Europe
Spain,Málaga,2008,7,1,24.043000000000003,0.4579999999999999,36.17,-3.98,Europe
Spain,Málaga,2008,8,1,24.839,0.369,36.17,-3.98,Europe
Spain,Málaga,2008,9,1,22.555000000000003,0.258,36.17,-3.98,Europe
Spain,Málaga,2008,10,1,19.182,0.273,36.17,-3.98,Europe
Spain,Málaga,2008,11,1,14.093,0.213,36.17,-3.98,Europe
Spain,Málaga,2008,12,1,12.442,0.252,36.17,-3.98,Europe
Spain,Málaga,2009,1,1,12.118,0.296,36.17,-3.98,Europe
Spain,Málaga,2009,2,1,12.649,0.294,36.17,-3.98,Europe
Spain,Málaga,2009,3,1,14.556,0.264,36.17,-3.98,Europe
Spain,Málaga,2009,4,1,14.939,0.377,36.17,-3.98,Europe
Spain,Málaga,2009,5,1,19.381,0.3379999999999999,36.17,-3.98,Europe
Spain,Málaga,2009,6,1,22.591,0.436,36.17,-3.98,Europe
Spain,Málaga,2009,7,1,24.85,0.594,36.17,-3.98,Europe
Spain,Málaga,2009,8,1,24.996,0.332,36.17,-3.98,Europe
Spain,Málaga,2009,9,1,22.508000000000006,0.181,36.17,-3.98,Europe
Spain,Málaga,2009,10,1,21.416,0.2319999999999999,36.17,-3.98,Europe
Spain,Málaga,2009,11,1,17.777,0.34,36.17,-3.98,Europe
Spain,Málaga,2009,12,1,15.083,0.22,36.17,-3.98,Europe
Spain,Málaga,2010,1,1,13.494000000000002,0.322,36.17,-3.98,Europe
